// Improperly altering this file can cause SolarMax to malfunction

// Baseline Date
2012/03/01 12:00:00.0000000

// Name, X, Y, Z, VX, VY, VZ
Sun,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
Mercury,  1.365686851060241E+07,  4.389127857043901E+07,  2.333083554242970E+06, -5.627258396628507E+01,  1.631848492905813E+01,  6.496561539756891E+00,
Venus, -1.832018362885963E+07,  1.059855903237472E+08,  2.509428527755134E+06, -3.462742012963521E+01, -6.156563132903941E+00,  1.914118042573583E+00,
Earth, -1.402901422193584E+08,  4.792241333240908E+07, -1.062170591149479E+03, -1.010325348943216E+01, -2.830356017120320E+01,  1.879089466404693E-03,

// VV: Earth, -140348495.9977057,47756479.6259694,-1058.1997182061555,-10.068988127456262,-28.315448468584655,0.0018795079376340812

Mars, -2.373850350307969E+08,  7.502411985208318E+07,  7.400771874479357E+06, -6.392659852875761E+00, -2.103536141260444E+01, -2.837821490501993E-01,
Jupiter,  5.138484841651040E+08,  5.399932999387344E+08, -1.374131931759161E+07, -9.632502613510617E+00,  9.639390118083934E+00,  1.755872037667054E-01,
Saturn, -1.320024949709347E+09, -6.027665423439175E+08,  6.303574003753877E+07,  3.482811296585066E+00, -8.802406956158942E+00,  1.505312287125626E-02,
Uranus,  2.995054498471457E+09,  2.143924750251678E+08, -3.800015816629085E+07, -5.437549301534332E-01,  6.482260615575878E+00,  3.125737042782895E-02,
Neptune,  3.906008440221280E+09, -2.209828371500318E+09, -4.449344673580039E+07,  2.631885117159972E+00,  4.769058904398319E+00, -1.588486207409519E-01,
Pluto,  6.198719574553289E+08, -4.763696475362926E+09,  3.305940957950461E+08,  5.476859232240412E+00, -3.613967089253828E-01, -1.526550042794333E+00,
Moon, -1.401935379230134E+08,  4.831013084509472E+07, -5.191406670380384E+03, -1.105828967193086E+01, -2.810936177789402E+01, -8.314740571835166E-02,
Phobos, -2.373929992629288E+08,  7.502169026497716E+07,  7.404764857337900E+06, -5.940749945755964E+00, -2.312389209380629E+01, -6.618975809719618E-01,
Deimos, -2.373790582752287E+08,  7.504678812535326E+07,  7.399980165293336E+06, -7.556929405560121E+00, -2.070707417856449E+01,  3.185692409053473E-01,
Io,  5.134511117597656E+08,  5.401394576858208E+08, -1.374161468221951E+07, -1.561409760528005E+01, -6.547409338852968E+00, -5.002421363317073E-01,
Europa,  5.137508834118235E+08,  5.393313054701549E+08, -1.377033864003447E+07,  3.969607792277792E+00,  7.507894500307298E+00,  2.122900717952416E-01,
Ganymede,  5.130392570390636E+08,  5.392926320969753E+08, -1.377799426410198E+07, -2.493277390085154E+00,  1.438880034694759E+00, -4.155253853797491E-02,
