// Improperly altering this file can cause SolarMax to malfunction

// Baseline Date
2011/04/01 12:00:00.0000000

// Name, X, Y, Z, VX, VY, VZ
Galatea,  3.827353635799788E+09, -2.346608400315009E+09, -3.989207513062835E+07,  1.258380239499448E+01,  6.558416186826648E+00, -3.502713171759321E+00,
Larissa,  3.827281519255389E+09, -2.346556141764702E+09, -3.984364316662490E+07,  2.358042757688163E+00, -4.450895270216344E+00, -3.207226425041354E+00,
Proteus,  3.827433909465100E+09, -2.346468290659209E+09, -3.987451673132014E+07, -1.766910511043255E+00,  9.535083640676438E+00,  3.536197605597978E+00,
Charon,  4.607837643820277E+08, -4.750739245919550E+09,  3.752421363629332E+08,  5.496117590357766E+00, -4.338818240725920E-01, -1.361789829819613E+00,
Ceres,  3.460691434588990E+08, -2.714618961128374E+08, -7.224245662414509E+07,  1.020638301144023E+01,  1.297562689256384E+01, -1.475925773027434E+00,
Haumea, -6.458767075633172E+09, -2.016499410825717E+09,  3.511729298231597E+09,  1.533844466798988E+00, -3.426964802378610E+00,  2.761735058495272E-01,
Makemake, -6.832077741456308E+09,  3.940679303526671E+08,  3.763642244123028E+09, -5.450070702231240E-01, -3.758147585373740E+00, -8.726025152451866E-02,
Eris,  1.306560699658426E+10,  5.184023453340364E+09, -3.359620429083592E+09, -5.497035820778203E-01,  1.610962366397316E+00,  1.560717197857297E+00,
Vesta,  1.907332633244935E+07, -3.228908452114207E+08,  7.394466575465769E+06,  2.092324726717610E+01,  6.011003135118284E-01, -2.560259998488318E+00,
Sedna,  7.846471851487566E+09,  1.007149361292371E+10, -2.694824286177551E+09, -4.091068131284902E+00,  1.363065397856508E+00,  2.703942198845679E-01,
New Horizons,  4.342437437909530E+08, -2.891101214651809E+09,  9.037622892564833E+07,  5.781078230755860E+00, -1.461711662881994E+01,  5.692232257206138E-01,
Apophis, -5.368823226036008E+07,  1.456499884418476E+08, -9.013019577027991E+06, -2.670001029922452E+01, -5.666970163220140E+00, -3.425399235178528E-01,
Comet Halley, -3.027669768431419E+09,  3.556573377915494E+09, -1.418971339388056E+09, -4.812910521342124E-01,  2.075591328956972E+00, -4.733134540019501E-01,

