// Improperly altering this file can cause SolarMax to malfunction

// Baseline Date
2011/02/10 12:00:00.0000000

// Name, X, Y, Z, VX, VY, VZ
Sun,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
Mercury,  1.833013289148189E+07, -6.478698008699325E+07, -6.975308501931526E+06,  3.710826667575500E+01,  1.574493061171616E+01, -2.118474648305351E+00,
Venus, -9.838008878011350E+07, -4.423035840190455E+07,  5.071848875139624E+06,  1.412071972599859E+01, -3.210245894497660E+01, -1.254743805966292E+00,
Earth, -1.151094152110835E+08,  9.241851894251896E+07, -2.510976899646223E+03, -1.912636357859017E+01, -2.334928306758076E+01,  1.418709008316199E-03,
Mars,  1.565192833886553E+08, -1.359702714829996E+08, -6.692542164467148E+06,  1.680815550762874E+01,  2.036580219772252E+01,  1.402232196741338E-02,
Jupiter,  7.259217872440698E+08,  1.443330315297732E+08, -1.684408532292912E+07, -2.711470230928219E+00,  1.344778348231099E+01,  4.792329807540519E-03,
Saturn, -1.403153444905092E+09, -2.978924575654643E+08,  6.103928193081797E+07,  1.482780115763259E+00, -9.460325809573177E+00,  1.061289085049504E-01,
Uranus,  3.004905208962632E+09, -1.690481397725817E+06, -3.893067683332550E+07, -4.804902214483284E-02,  6.502951567613590E+00,  2.479739629032629E-02,
Neptune,  3.815189630902574E+09, -2.366719027232420E+09, -3.917507602652824E+07,  2.828034673592983E+00,  4.661853621960806E+00, -1.608200760309382E-01,
Pluto,  4.369969171712607E+08, -4.748387571906835E+09,  3.818672534102054E+08,  5.496388188908266E+00, -5.724451653063541E-01, -1.537954109809088E+00,
Moon, -1.148144080418464E+08,  9.268597175304174E+07,  2.444939206733555E+04, -1.981343969523613E+01, -2.265360141869989E+01, -5.899513621678665E-02,
Phobos,  1.565163334485947E+08, -1.359616059370547E+08, -6.690676027303144E+06,  1.498524296379929E+01,  1.959981356183856E+01,  8.460938889403815E-01,
