// Improperly altering this file can cause SolarMax to malfunction

// Baseline Date
2011/02/10 14:00:00.0000000

// Name, X, Y, Z, VX, VY, VZ
Sun,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
Mercury,  1.859710802324031E+07, -6.467289809750378E+07, -6.990484061476670E+06,  3.705134035786099E+01,  1.594450347845176E+01, -2.096945238618081E+00,
Venus, -9.827815093360780E+07, -4.446137506554414E+07,  5.062800872514840E+06,  1.419533529444218E+01, -3.206880754602734E+01, -1.258589083230508E+00,
Earth, -1.152470013026250E+08,  9.225030587514278E+07, -2.500705823086202E+03, -1.909198901396523E+01, -2.337655993272498E+01,  1.434332800556604E-03,
Mars,  1.566402417761550E+08, -1.358235853234905E+08, -6.692438624556296E+06,  1.679139421882931E+01,  2.038035075916756E+01,  1.473877247334698E-02,
Jupiter,  7.259022589208317E+08,  1.444298536060396E+08, -1.684405069530214E+07, -2.713054600342416E+00,  1.344724416144099E+01,  4.826823049230988E-03,
Saturn, -1.403142767169392E+09, -2.979605716893939E+08,  6.104004604253904E+07,  1.483257892410344E+00, -9.460264276886996E+00,  1.061243732325847E-01,
Uranus,  3.004904862621106E+09, -1.643660146839982E+06, -3.893049828912368E+07, -4.815695697113447E-02,  6.502951455958132E+00,  2.479821566819407E-02,
Neptune,  3.815209992755775E+09, -2.366685461911684E+09, -3.917623415269387E+07,  2.828034796193625E+00,  4.661845742790035E+00, -1.608817748339875E-01,
Pluto,  4.370364884925146E+08, -4.748391692312714E+09,  3.818561864683449E+08,  5.495662139369346E+00, -5.720918248216826E-01, -1.536193052613483E+00,
Moon, -1.149569895465046E+08,  9.252272287408043E+07,  2.402023961332440E+04, -1.979249563454892E+01, -2.269334300720490E+01, -6.021105178575681E-02,
Phobos,  1.566323507929781E+08, -1.358275221622203E+08, -6.688869230040535E+06,  1.753483183106830E+01,  1.846308316542512E+01, -4.415510675875298E-01,
Deimos,  1.566330591982872E+08, -1.358019591583464E+08, -6.686870250958920E+06,  1.565231842600719E+01,  1.986924111387265E+01,  5.314960340990371E-01,
Io,  7.261917518110740E+08,  1.441253761516339E+08, -1.685102286318032E+07,  9.920540176453235E+00,  2.539953624731481E+01,  6.102307857239779E-01,
Europa,  7.255685163531588E+08,  1.450049479990551E+08, -1.682299967949672E+07, -1.471814843878159E+01,  6.530183139848406E+00, -3.775891165239948E-01,
Ganymede,  7.263197157205411E+08,  1.434475091447594E+08, -1.687571535883343E+07,  7.322833873797440E+00,  1.770913652776741E+01,  2.921954433724423E-01,
Callisto,  7.245179755383953E+08,  1.457203052277908E+08, -1.682115853808544E+07, -8.306331794093365E+00,  7.512526684939898E+00, -2.601036919178270E-01,
Mimas, -1.403107905467232E+09, -2.981215028298413E+08,  6.112649121286540E+07,  1.541978341182561E+01, -7.368418243993260E+00, -2.218498369344928E+00,
Enceladus, -1.403379267230356E+09, -2.979533200838303E+08,  6.105911418621692E+07,  1.661248059027997E+00, -2.068720089486779E+01,  5.972356113468757E+00,
Tethys, -1.403433976630318E+09, -2.979868690861194E+08,  6.107652602926842E+07,  3.018825399943862E+00, -1.953225211072089E+01,  5.112381610745771E+00,
Dione, -1.403477678385161E+09, -2.980999531217055E+08,  6.114569485694387E+07,  6.056644242397299E+00, -1.753074679664934E+01,  3.887055172117623E+00,
Rhea, -1.402948944168926E+09, -2.984033325920062E+08,  6.124958087873340E+07,  9.340171220205461E+00, -6.981768422120585E+00, -1.941811992638684E+00,
Titan, -1.402287390216621E+09, -2.987268241556628E+08,  6.135094065319263E+07,  5.380067249540963E+00, -5.907742518848601E+00, -2.113127271500945E+00,
Hyperion, -1.401941039178954E+09, -2.989452171173413E+08,  6.141363959745435E+07,  4.633161551743139E+00, -6.501995636985233E+00, -1.691672105960595E+00,
Iapetus, -1.403099888968211E+09, -3.014447824383386E+08,  6.184714210029612E+07,  4.670698185163232E+00, -9.473426128144482E+00, -5.322812843618929E-01,
Ariel,  3.005001262366192E+09, -1.686811648611525E+06, -3.908969072442420E+07, -4.654008964448860E+00,  7.101601631318210E+00, -2.931766120628254E+00,
Umbriel,  3.004683543963024E+09, -1.615065090812247E+06, -3.907365215250640E+07, -2.417476267996219E+00,  7.560285255214824E+00,  3.922852896393846E+00,
Titania,  3.004551351394364E+09, -1.601554172949389E+06, -3.918334889608051E+07, -2.046265640040689E+00,  7.351378594075522E+00,  2.948116714813198E+00,
Oberon,  3.005342828935786E+09, -1.684452677257800E+06, -3.854729872452649E+07,  1.923002993595576E+00,  5.742495797681097E+00, -2.313853367536967E+00,
Miranda,  3.004810190523025E+09, -1.624725079894533E+06, -3.901753831048462E+07, -4.249222696336305E+00,  8.116745295769903E+00,  4.952062047566299E+00,
Triton,  3.815379730520745E+09, -2.366838144983085E+09, -3.944777098472035E+07, -3.955327970433477E-01,  1.702737491661163E+00, -5.120498356967255E-01,
Nereid,  3.812602248386634E+09, -2.361823146696139E+09, -3.899926439688945E+07,  2.568020243355647E+00,  3.583194501806132E+00, -2.484520690099272E-01,
Naiad,  3.815196666810689E+09, -2.366729651814898E+09, -3.919025993390751E+07,  1.369913103930668E+01,  2.808519411028993E+00, -4.659184694361824E+00,
Thalassa,  3.815254217207414E+09, -2.366664599034252E+09, -3.918698892964113E+07, -6.739178530517141E-01,  1.464740685565448E+01,  4.813072659991343E+00,
Despina,  3.815163324294367E+09, -2.366706654830423E+09, -3.916470888723052E+07,  6.082806078992684E+00, -5.143981522556572E+00, -5.007655840794790E+00,
Galatea,  3.815180717542405E+09, -2.366638993052187E+09, -3.914757386278260E+07, -5.621638576831021E+00, -1.452460351221599E+00,  1.123322486939543E+00,
Larissa,  3.815141328363049E+09, -2.366692552693242E+09, -3.915056143888175E+07,  2.597625130412040E+00, -4.444062451062058E+00, -3.285469525674716E+00,
Proteus,  3.815137260759461E+09, -2.366777902942550E+09, -3.917999700251412E+07,  8.138805369861450E+00,  6.379095249230522E-01, -3.859370433289924E+00,
Charon,  4.370296844237018E+08, -4.748387912003396E+09,  3.818741802785952E+08,  5.640311184616509E+00, -4.030963131296295E-01, -1.517530242893633E+00,
Ceres,  2.974294501082104E+08, -3.233738825012001E+08, -6.489880336915995E+07,  1.230066631911077E+01,  1.103813008567804E+01, -1.922433150413862E+00,
Haumea, -6.465365939316196E+09, -2.001714298083931E+09,  3.510528462409628E+09,  1.526274090750817E+00, -3.429420263488706E+00,  2.806963853131752E-01,
Makemake, -6.829711231302997E+09,  4.102747213596709E+08,  3.764008854129586E+09, -5.524389667989134E-01, -3.757520766881591E+00, -8.274971148711185E-02,
Eris,  1.306797068912482E+10,  5.177073261825119E+09, -3.366350074997746E+09, -5.464357767622028E-01,  1.612088847408102E+00,  1.560060588145376E+00,
Vesta, -7.075848177522501E+07, -3.136835371426125E+08,  1.803205047364128E+07,  2.047864776704283E+01, -4.857080537666577E+00, -2.342038525662216E+00,
Sedna,  7.864109724639555E+09,  1.006560907378024E+10, -2.695988904933406E+09, -4.088256153802406E+00,  1.365803978386332E+00,  2.696812379731856E-01,
New Horizons,  4.092878954735465E+08, -2.827915842579731E+09,  8.791679820373392E+07,  5.791848114554869E+00, -1.468473340434476E+01,  5.713174021184813E-01,
