// Improperly altering this file can cause SolarMax to malfunction

// Baseline Date
2011/05/01 12:00:00.0000000

// Name, X, Y, Z, VX, VY, VZ
Sun,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,  0.000000000000000E+00,
Mercury, -8.171262649189276E+06, -6.906489949664365E+07, -4.893198877555426E+06,  3.860523234008223E+01, -3.239509199197064E+00, -3.806954024333126E+00,
Venus,  9.536673590850146E+07, -5.219650354376702E+07, -6.218982506904650E+06,  1.660832616639657E+01,  3.057573091894213E+01, -5.396288201445056E-01,
Earth, -1.144029102947787E+08, -9.813300855129778E+07,  2.625839226968586E+03,  1.891438332225427E+01, -2.273393836834842E+01,  1.068485002344133E-03,
Mars,  2.066953665117488E+08,  3.441970582954097E+07, -4.354246083677018E+06, -3.051943265925397E+00,  2.597161120241211E+01,  6.191509541605065E-01,
Jupiter,  7.015650495907987E+08,  2.359161388662282E+08, -1.667934353920610E+07, -4.327600879935245E+00,  1.301525343091812E+01,  4.272620698800278E-02,
Saturn, -1.391405876531186E+09, -3.629359213396147E+08,  6.170396400184554E+07,  1.913337867141631E+00, -9.358563665831163E+00,  8.723707752137777E-02,
Uranus,  3.004216578838562E+09,  4.325565417001489E+07, -3.875501088639572E+07, -1.513915967088855E-01,  6.502052914583042E+00,  2.589099746805434E-02,
Neptune,  3.834594240452818E+09, -2.334418973405166E+09, -4.028621536125779E+07,  2.786467886992127E+00,  4.684571583790139E+00, -1.601717594921264E-01,
Pluto,  4.750696887824390E+08, -4.752081277114496E+09,  3.712557022902243E+08,  5.521683618589501E+00, -4.973246284494651E-01, -1.537093622288532E+00,
Moon, -1.140259044375450E+08, -9.798937495684095E+07,  3.495896176550537E+04,  1.855539051884476E+01, -2.182879198007385E+01, -3.943330614918583E-02,
Phobos,  2.066999768783103E+08,  3.442747812869008E+07, -4.356155705603762E+06, -4.677065857940939E+00,  2.713517253217053E+01,  1.463310862987832E+00,
Deimos,  2.066790337480046E+08,  3.440422012274623E+07, -4.347627463076042E+06, -2.287091258781492E+00,  2.496312775912887E+01,  1.464925705550737E-01,
Io,  7.019724086355699E+08,  2.360306107344290E+08, -1.666955922149602E+07, -8.974449029993217E+00,  2.964597898472729E+01,  5.798669964452081E-01,
